student_id,gender,age,high_school_GPA,SAT_score,TOEFL_score,degree_program,extracurricular_participation,work_experience_years,volunteer_experience,sop_strength_score,lor_strength_score,financial_aid_requested,preferred_campus,admission_status
ST3073,Female,26,2.8,1288,84.0,Arts,1,0,0,7,5,0,Illinois,0
ST3074,Other,17,3.52,1490,87.0,Business,0,1,0,4,7,0,New York,1
ST3075,Female,28,3.71,1030,106.0,Engineering,0,4,1.0,9,2,1,California,1
ST3076,Male,20,2.58,1357,115.0,Engineering,0,4,1.0,8,1,1,Florida,1
ST3077,Other,22,3.7,1176,101.0,Law,1,2,0,1,7,1,California,1
ST3078,Female,23,3.52,1481,118.0,Engineering,1,1,0,2,3,0,California,1
ST3079,Female,32,3.78,1341,107.0,Arts,1,0,0,7,5,1,New York,1
ST3080,Other,22,2.99,1543,106.0,Arts,0,3,1.0,7,3,1,California,1
ST3081,Male,31,3.6,1452,113.0,Medicine,0,0,0,9,5,0,New York,1
ST3082,Female,23,3.25,1302,104.0,Arts,1,1,1.0,5,5,1,New York,1
ST3083,Other,23,2.92,1494,83.0,Science,1,2,1.0,6,7,0,New York,1
ST3084,Female,31,3.47,1531,82.0,Law,0,3,1.0,2,9,0,California,1
ST3085,Male,22,3.49,1290,83.0,Business,1,0,0,5,8,1,California,0
ST3086,Female,22,3.48,1403,100.0,Engineering,1,1,0,8,9,1,California,1
ST3087,Other,19,3.43,1395,83.0,Business,0,0,1.0,9,8,1,New York,1
ST3088,Female,34,3.54,1108,111.0,Business,1,3,0,5,3,1,Florida,1
ST3089,Male,31,2.71,1458,112.0,Arts,1,3,0,3,7,0,New York,1
ST3090,Other,24,3.3,1043,98.0,Arts,0,4,1.0,1,1,1,New York,0
ST3091,Male,21,3.06,1202,95.0,Business,1,3,0,8,4,1,Florida,1
ST3092,Female,32,3.7,1033,117.0,Engineering,0,1,1.0,7,5,0,Texas,1
ST3093,Male,29,3.17,1363,109.0,Business,1,4,1.0,6,1,1,Illinois,1
ST3094,Other,26,3.64,1200,85.0,Science,1,0,0,9,6,0,Illinois,0
ST3095,Other,22,2.89,1044,91.0,Business,1,4,1.0,8,7,0,Florida,1
ST3096,Female,18,3.13,1467,101.0,Engineering,1,4,1.0,7,1,0,Illinois,1
ST3097,Other,28,3.34,1018,103.0,Arts,1,4,0,5,6,1,Illinois,1
ST3098,Male,32,3.83,1381,120.0,Science,0,3,1.0,3,4,0,Illinois,1
ST3099,Other,28,3.55,1194,88.0,Arts,1,0,0,5,2,1,Illinois,0
ST3100,Female,19,2.88,1453,116.0,Medicine,1,2,0,2,4,0,Texas,1
ST3101,Male,26,3.48,1584,80.0,Law,1,2,1.0,1,6,1,California,1
ST3102,Female,21,3.85,1312,117.0,Business,0,0,0,10,1,1,Florida,1
ST3103,Male,31,3.13,1129,90.0,Arts,0,4,0,2,7,0,New York,0
ST3104,Male,22,3.89,1031,109.0,Arts,1,3,0,1,9,1,Illinois,1
ST3105,Male,23,2.58,1234,111.0,Medicine,1,4,0,8,1,1,Illinois,0
ST3106,Female,29,2.75,1066,98.0,Law,0,3,1.0,6,1,1,Texas,0
ST3107,Female,34,3.92,1073,118.0,Science,1,3,0,1,1,0,Illinois,0
ST3108,Male,29,3.52,1581,98.0,Arts,0,0,1.0,1,1,0,California,1
ST3109,Female,26,3.61,1330,98.0,Business,1,3,1.0,3,5,0,New York,1
ST3110,Female,34,2.64,1600,94.0,Business,1,1,1.0,7,2,1,Texas,0
ST3111,Female,21,3.37,1136,91.0,Medicine,1,1,0,1,5,1,Florida,0
ST3112,Female,30,2.72,1470,116.0,Medicine,1,3,1.0,1,6,0,New York,1
ST3113,Male,31,3.16,1528,83.0,Science,1,3,0,4,4,0,New York,1
ST3114,Male,31,3.99,1135,80.0,Science,0,4,0,5,10,1,California,1
ST3115,Other,23,2.71,1324,110.0,Medicine,1,3,1.0,5,8,0,Illinois,1
ST3116,Male,22,3.04,1457,118.0,Engineering,1,4,1.0,9,6,0,Texas,1
ST3117,Male,17,2.97,1034,100.0,Business,0,1,0,7,8,1,California,0
ST3118,Other,33,3.54,1469,110.0,Law,1,4,1.0,1,6,1,Illinois,1
ST3119,Female,32,3.54,1571,110.0,Science,0,3,,10,3,1,Florida,1
ST3120,Male,30,3.51,1262,113.0,Law,0,1,0,7,8,0,California,1
ST3121,Female,22,3.57,1499,84.0,Science,1,0,0,6,5,1,New York,1
ST3122,Other,28,2.66,1043,118.0,Science,0,4,1.0,5,6,1,Florida,0
ST3123,Female,32,2.91,1080,91.0,Science,0,1,0,3,10,1,New York,0
ST3124,Other,26,2.93,1078,100.0,Business,1,2,1.0,4,10,1,Illinois,0
ST3125,Male,29,3.51,1326,84.0,Arts,1,3,0,4,7,1,New York,1
ST3126,Male,17,2.74,1094,118.0,Business,0,1,1.0,5,4,0,California,0
ST3127,Other,20,3.11,1093,96.0,Arts,1,1,1.0,8,8,0,Florida,0
ST3128,Other,32,3.04,1539,98.0,Arts,0,0,1.0,9,8,0,California,1
ST3129,Female,32,3.07,1527,80.0,Medicine,0,2,0,7,6,1,Illinois,1
ST3130,Other,33,3.55,1326,106.0,Engineering,0,4,0,2,1,0,New York,1
ST3131,Female,21,2.93,1294,82.0,Business,0,3,1.0,1,4,0,Texas,0
ST3132,Female,26,3.69,1578,114.0,Law,1,3,0,2,9,1,Florida,1
ST3133,Female,17,2.9,1493,103.0,Medicine,1,1,0,1,10,1,Florida,1
ST3134,Male,21,2.87,1404,117.0,Arts,1,3,1.0,1,7,0,New York,0
ST3135,Male,19,3.12,1296,119.0,Science,1,4,1.0,10,3,1,Texas,1
ST3136,Male,33,2.62,1393,109.0,Engineering,1,2,0,9,6,1,Florida,1
ST3137,Other,28,3.71,1337,83.0,Engineering,0,0,1.0,5,3,0,New York,0
ST3138,Female,22,3.97,1200,104.0,Business,0,4,1.0,1,7,1,New York,1
ST3139,Other,28,2.92,1102,116.0,Business,0,4,1.0,5,2,1,Texas,0
ST3140,Other,25,3.63,1471,98.0,Engineering,1,4,1.0,9,5,0,California,1
ST3141,Male,34,2.94,1247,85.0,Science,1,0,1.0,9,6,0,Texas,0
ST3142,Female,17,3.69,1489,110.0,Engineering,1,3,1.0,1,10,0,New York,1
ST3143,Male,31,2.74,1089,104.0,Arts,1,3,1.0,10,3,1,Florida,0
ST3144,Male,18,2.63,1521,118.0,Engineering,1,0,1.0,1,1,1,California,0
ST3145,Female,21,3.43,1095,117.0,Engineering,0,0,1.0,3,10,1,Texas,0
ST3146,Male,34,3.13,1338,86.0,Business,1,4,1.0,1,8,0,Florida,1
ST3147,Female,32,4.0,1179,83.0,Medicine,0,0,1.0,7,6,1,New York,1
ST3148,Male,31,3.78,1573,92.0,Medicine,0,3,0,10,1,1,Florida,1
ST3149,Male,29,3.75,1342,107.0,Business,0,1,0,1,4,0,California,1
ST3150,Other,18,2.64,1113,85.0,Business,0,1,1.0,8,5,1,California,0
ST3151,Female,18,3.51,1467,111.0,Science,0,3,1.0,4,10,0,California,1
ST3152,Female,32,3.28,1063,117.0,Arts,1,0,0,7,2,1,New York,0
ST3153,Male,23,3.27,1246,104.0,Arts,1,3,1.0,2,6,1,Texas,1
ST3154,Male,17,3.94,1366,106.0,Arts,0,1,1.0,8,10,1,Texas,1
ST3155,Female,30,3.83,1006,99.0,Arts,1,3,1.0,5,10,0,Florida,1
ST3156,Other,19,3.29,1156,97.0,Medicine,0,4,1.0,6,10,1,New York,1
ST3157,Male,33,3.46,1551,109.0,Science,1,2,0,7,3,1,Florida,1
ST3158,Female,26,2.68,1497,93.0,Medicine,0,0,0,8,2,1,Illinois,0
ST3159,Male,29,2.78,1269,84.0,Science,1,1,1.0,4,3,0,California,0
ST3160,Male,20,3.7,1485,112.0,Business,0,1,1.0,7,8,0,Illinois,1
ST3161,Other,31,3.36,1348,91.0,Arts,0,4,1.0,8,4,1,Florida,1
ST3162,Other,34,2.65,1113,,Science,0,3,1.0,10,8,0,Texas,0
ST3163,Male,32,2.53,1236,104.0,Science,0,0,1.0,6,2,0,Florida,0
ST3164,Female,34,3.6,1169,108.0,Medicine,1,1,1.0,6,8,0,New York,1
ST3165,Female,31,3.92,1097,106.0,Medicine,1,0,0,5,4,1,New York,0
ST3166,Male,26,3.99,1117,96.0,Medicine,1,4,0,7,8,1,Florida,1
ST3167,Other,25,3.33,1201,93.0,Business,0,1,0,4,8,1,Florida,0
ST3168,Female,18,3.61,1314,104.0,Business,1,4,0,7,5,0,Florida,1
ST3169,Other,21,3.49,1272,95.0,Medicine,1,4,0,10,3,1,Texas,1
ST3170,Other,20,3.52,1149,115.0,Medicine,1,4,1.0,8,1,1,California,1
ST3171,Female,17,3.03,1060,93.0,Law,1,4,0,10,7,1,California,1
ST3172,Female,31,3.7,1000,80.0,Law,0,2,1.0,9,2,1,New York,1
ST3173,Male,26,3.92,1331,85.0,Engineering,0,4,1.0,2,7,0,Texas,1
ST3174,Female,31,2.78,1574,,Engineering,0,4,0,5,10,0,Texas,1
ST3175,Female,17,2.58,1354,104.0,Engineering,1,4,1.0,6,3,0,Texas,1
ST3176,Female,34,3.89,1053,,Law,1,1,1.0,7,8,1,California,1
ST3177,Male,31,2.55,1021,82.0,Arts,1,3,1.0,9,3,1,Illinois,0
ST3178,Male,23,2.69,1181,80.0,Law,0,1,0,5,9,1,Florida,0
ST3179,Female,21,3.86,1189,119.0,Business,0,3,1.0,2,1,0,New York,0
ST3180,Female,23,3.32,1533,110.0,Medicine,0,0,1.0,3,4,1,New York,1
ST3181,Male,29,3.02,1473,114.0,Business,0,4,0,4,6,1,Texas,1
ST3182,Male,17,3.95,1307,117.0,Science,0,4,1.0,1,1,1,California,1
ST3183,Male,31,2.64,1002,101.0,Arts,1,0,1.0,5,6,0,New York,0
ST3184,Female,19,3.2,1315,93.0,Business,1,4,0,2,6,1,Florida,1
ST3185,Female,28,2.85,1504,101.0,Science,1,2,0,6,8,1,Texas,1
ST3186,Other,32,3.98,1292,80.0,Science,1,1,1.0,8,7,0,Illinois,1
ST3187,Female,28,2.71,1030,94.0,Engineering,0,3,0,7,9,0,Texas,0
ST3188,Male,22,3.3,1051,102.0,Medicine,1,0,,10,9,0,Florida,0
ST3189,Male,21,2.81,1550,120.0,Law,1,1,0,8,2,0,Texas,1
ST3190,Male,18,3.86,1215,98.0,Medicine,0,3,1.0,7,9,0,Florida,1
ST3191,Male,22,3.35,1435,112.0,Science,0,3,0,2,8,1,Texas,1
ST3192,Other,23,3.48,1328,120.0,Engineering,0,1,0,6,1,0,Texas,0
ST3193,Other,33,3.28,1219,89.0,Science,1,4,0,5,5,1,California,1
ST3194,Female,23,2.99,1140,97.0,Medicine,1,2,1.0,10,5,1,Texas,1
ST3195,Other,24,2.67,1037,114.0,Medicine,0,4,0,3,1,0,Florida,0
ST3196,Other,24,3.55,1558,103.0,Law,1,4,0,3,5,0,Texas,1
ST3197,Other,20,3.6,1448,85.0,Engineering,1,3,1.0,3,9,1,Texas,1
ST3198,Other,17,2.59,1600,82.0,Business,1,3,0,4,7,1,Illinois,1
ST3199,Other,18,3.21,1184,99.0,Engineering,1,4,1.0,3,9,0,Illinois,1
ST3200,Male,22,3.89,1564,116.0,Law,1,4,1.0,4,7,0,Illinois,1
ST3201,Other,19,3.67,1083,91.0,Business,0,1,0,9,3,0,Texas,0
ST3202,Female,31,3.59,1587,93.0,Business,0,0,0,5,3,0,Texas,1
ST3203,Other,30,2.67,1452,111.0,Law,1,2,0,3,3,1,Florida,0
ST3204,Female,17,3.23,1505,101.0,Law,0,3,0,6,4,0,California,1
ST3205,Male,23,3.61,1079,101.0,Science,1,1,0,2,6,1,California,0
ST3206,Male,23,2.63,1437,105.0,Medicine,0,0,0,9,10,1,New York,0
ST3207,Female,28,2.5,1533,116.0,Science,1,4,0,3,10,0,Illinois,1
ST3208,Female,20,2.93,1031,115.0,Law,1,0,0,7,8,0,California,0
ST3209,Female,34,3.63,1199,82.0,Medicine,0,3,0,8,4,0,California,1
ST3210,Female,34,2.6,1395,100.0,Arts,0,2,0,7,7,0,Florida,0
ST3211,Female,34,3.04,1102,109.0,Medicine,1,0,0,7,8,0,Illinois,0
ST3212,Other,30,3.89,1417,108.0,Medicine,0,2,1.0,7,8,0,California,1
ST3213,Male,31,3.18,1344,94.0,Law,0,2,0,7,2,0,Florida,0
ST3214,Female,24,3.97,1369,109.0,Law,0,0,0,8,4,1,New York,1
ST3215,Female,20,2.72,1073,85.0,Law,0,1,0,2,10,1,Texas,0
ST3216,Male,26,2.53,1445,110.0,Business,1,1,1.0,9,6,0,Illinois,1
ST3217,Male,29,3.42,1598,98.0,Law,0,1,0,3,8,0,California,1
ST3218,Male,32,3.34,1323,80.0,Engineering,0,3,0,9,9,0,Illinois,1
ST3219,Other,19,3.29,1506,92.0,Medicine,0,2,0,8,7,0,California,1
ST3220,Female,21,3.96,1393,119.0,Business,1,1,1.0,6,5,0,Florida,1
ST3221,Female,34,3.06,1183,85.0,Business,1,1,1.0,7,2,1,New York,0
ST3222,Other,21,3.95,1545,88.0,Arts,0,1,0,9,10,0,Florida,1
ST3223,Other,23,2.97,1543,,Medicine,0,1,0,1,2,0,Illinois,0
ST3224,Male,24,2.99,1443,100.0,Medicine,0,4,1.0,5,7,0,Texas,1
ST3225,Female,19,2.75,1359,113.0,Business,0,1,1.0,4,4,0,California,1
ST3226,Male,23,3.51,1535,119.0,Arts,1,1,1.0,7,6,0,Illinois,1
ST3227,Male,23,3.45,1485,,Business,1,3,1.0,7,7,0,Florida,1
ST3228,Male,19,3.29,1406,105.0,Law,1,1,0,5,4,0,Florida,1
ST3229,Male,22,2.87,1145,105.0,Engineering,0,2,1.0,6,2,1,Texas,0
ST3230,Female,29,3.93,1577,97.0,Medicine,1,3,1.0,9,3,1,California,1
ST3231,Other,27,3.94,1297,82.0,Engineering,0,2,0,7,4,0,New York,1
ST3232,Other,34,3.42,1167,85.0,Medicine,0,3,0,9,1,0,Texas,1
ST3233,Male,32,3.56,1077,91.0,Arts,0,4,1.0,1,1,0,California,0
ST3234,Male,26,3.79,1301,91.0,Arts,0,4,1.0,3,6,1,Illinois,1
ST3235,Other,31,2.85,1284,90.0,Engineering,1,2,1.0,8,10,0,New York,1
ST3236,Female,34,3.14,1483,80.0,Law,0,4,1.0,4,4,1,Illinois,1
ST3237,Other,26,3.08,1573,93.0,Medicine,0,3,1.0,2,3,0,Illinois,1
ST3238,Female,27,3.41,1075,90.0,Medicine,0,3,0,6,3,0,Florida,0
ST3239,Female,24,3.73,1566,100.0,Engineering,1,3,0,5,8,0,Texas,1
ST3240,Other,25,3.1,1307,81.0,Arts,1,2,1.0,9,5,0,Texas,1
ST3241,Female,32,2.87,1062,91.0,Arts,1,0,0,9,1,1,Florida,0
ST3242,Other,33,2.89,1560,102.0,Science,1,3,0,7,6,1,Illinois,1
ST3243,Male,17,3.69,1596,92.0,Law,0,3,0,3,7,0,Texas,1
ST3244,Female,26,2.77,1539,117.0,Medicine,0,3,1.0,1,8,1,Texas,1
ST3245,Other,29,2.84,1499,81.0,Law,1,3,0,4,9,1,California,1
ST3246,Female,19,3.28,1525,86.0,Engineering,0,2,1.0,10,5,1,California,1
ST3247,Male,29,3.68,1149,86.0,Medicine,0,2,0,3,10,0,Florida,0
ST3248,Other,24,3.28,1413,88.0,Business,1,0,0,6,5,0,California,0
ST3249,Other,18,3.79,1072,92.0,Business,1,2,1.0,8,6,0,New York,1
ST3250,Female,23,3.72,1117,86.0,Science,1,1,0,6,8,1,New York,1
ST3251,Other,21,2.99,1431,108.0,Engineering,0,4,0,9,9,0,Texas,1
ST3252,Other,24,3.37,1543,83.0,Arts,0,1,0,4,9,1,California,1
ST3253,Male,32,3.21,1382,90.0,Engineering,1,4,0,1,2,1,Illinois,1
ST3254,Female,19,3.53,1528,102.0,Arts,1,4,0,10,3,0,Florida,1
ST3255,Female,31,2.62,1171,92.0,Engineering,1,0,0,2,10,0,Texas,0
ST3256,Other,19,3.74,1090,86.0,Business,0,4,0,1,7,0,Texas,1
ST3257,Other,24,2.77,1570,104.0,Medicine,0,4,0,8,10,1,California,1
ST3258,Other,30,3.64,1236,95.0,Engineering,1,4,0,5,9,0,Texas,1
ST3259,Other,27,2.97,1396,81.0,Science,1,4,0,1,8,1,California,1
ST3260,Female,22,3.35,1350,84.0,Medicine,0,3,0,7,2,1,New York,1
ST3261,Male,30,2.87,1246,,Medicine,0,2,0,8,7,1,Florida,0
ST3262,Male,23,3.03,1039,104.0,Law,1,2,0,7,3,1,California,0
ST3263,Female,32,2.86,1513,99.0,Business,0,0,0,2,1,0,New York,0
ST3264,Male,19,2.91,1430,84.0,Medicine,1,0,1.0,1,3,1,Florida,0
ST3265,Female,24,2.84,1455,105.0,Medicine,0,1,0,7,4,0,Florida,0
ST3266,Male,32,2.5,1455,99.0,Arts,0,0,1.0,7,10,1,Illinois,0
ST3267,Other,26,2.94,1514,102.0,Science,0,0,0,9,10,0,New York,1
ST3268,Other,30,2.83,1437,95.0,Medicine,0,1,1.0,7,2,0,Illinois,0
ST3269,Other,30,2.88,1361,119.0,Arts,1,1,1.0,6,5,0,Florida,1
ST3270,Male,25,3.94,1050,,Engineering,1,2,0,1,10,1,Illinois,0
ST3271,Male,19,3.66,1433,109.0,Science,1,0,0,8,1,0,New York,1
ST3272,Female,27,3.14,1186,81.0,Science,1,2,1.0,6,2,0,Texas,0
ST3273,Other,27,2.77,1460,107.0,Engineering,0,2,1.0,2,6,1,Illinois,1
ST3274,Male,24,3.22,1187,99.0,Arts,0,0,1.0,9,8,0,California,0
ST3275,Female,30,3.86,1528,96.0,Science,1,3,0,9,5,1,Texas,1
ST3276,Other,17,2.87,1424,103.0,Arts,1,1,1.0,9,6,1,Florida,1
ST3277,Male,17,3.94,1596,81.0,Medicine,0,4,1.0,4,4,1,New York,1
ST3278,Female,34,2.69,1179,84.0,Science,1,1,0,5,4,1,New York,0
ST3279,Other,30,3.14,1336,102.0,Engineering,1,4,1.0,7,5,1,New York,1
ST3280,Other,19,3.87,1466,82.0,Engineering,0,2,0,10,2,1,New York,1
ST3281,Female,17,2.66,1497,102.0,Engineering,0,4,1.0,10,7,0,California,1
ST3282,Male,31,3.81,1044,106.0,Arts,0,4,0,5,6,0,Illinois,1
ST3283,Male,22,2.88,1471,101.0,Business,0,0,0,7,6,1,Florida,0
ST3284,Other,30,3.93,1421,104.0,Arts,1,3,0,8,8,0,Illinois,1
ST3285,Other,33,3.12,1221,82.0,Arts,0,0,0,9,6,1,Texas,0
ST3286,Other,19,3.76,1581,86.0,Engineering,0,2,1.0,1,10,0,California,1
ST3287,Other,25,2.87,1141,101.0,Business,1,4,1.0,8,6,1,New York,1
ST3288,Other,24,3.11,1244,89.0,Business,1,3,1.0,1,8,1,New York,1
ST3289,Male,27,3.83,1149,80.0,Medicine,0,4,1.0,9,2,1,California,1
ST3290,Male,31,2.93,1173,112.0,Science,1,0,1.0,3,2,0,California,0
ST3291,Other,21,3.13,1352,85.0,Science,0,3,0,10,8,0,Florida,1
ST3292,Male,17,3.47,1459,117.0,Business,0,2,1.0,2,7,1,California,1
ST3293,Other,28,2.84,1581,83.0,Arts,1,3,1.0,1,2,0,Florida,1
ST3294,Male,26,2.82,1408,87.0,Law,0,2,1.0,5,6,1,Illinois,0
ST3295,Female,27,3.77,1178,80.0,Medicine,1,4,0,8,10,0,Illinois,1
ST3296,Male,19,3.88,1315,101.0,Arts,0,3,1.0,6,10,0,Florida,1
ST3297,Other,33,3.55,1143,104.0,Arts,1,0,1.0,2,9,0,New York,0
ST3298,Other,31,3.64,1481,83.0,Arts,1,2,,6,3,0,Texas,1
ST3299,Male,33,3.24,1568,109.0,Medicine,0,4,0,2,6,0,New York,1
ST3300,Male,25,3.47,1503,87.0,Medicine,1,0,1.0,6,9,0,Illinois,1
ST3301,Other,24,3.68,1433,96.0,Engineering,0,0,1.0,8,4,1,Florida,1
ST3302,Female,20,2.52,1585,118.0,Science,1,3,0,10,9,0,Texas,1
ST3303,Female,33,3.21,1066,112.0,Arts,1,1,0,1,9,0,Texas,0
ST3304,Female,21,3.44,1213,84.0,Science,0,1,0,4,10,0,New York,0
ST3305,Male,24,3.21,1372,91.0,Law,1,4,0,9,4,1,Illinois,1
ST3306,Female,19,3.62,1553,113.0,Business,1,0,1.0,4,3,1,Illinois,1
ST3307,Female,19,2.6,1276,112.0,Arts,1,4,1.0,3,5,0,New York,1
ST3308,Male,27,2.63,1590,111.0,Engineering,0,0,1.0,10,7,0,Florida,1
ST3309,Other,28,3.27,1292,103.0,Business,1,0,1.0,9,1,0,California,1
ST3310,Male,20,3.01,1242,100.0,Science,1,2,0,8,9,1,New York,1
ST3311,Male,27,3.41,1175,87.0,Science,0,3,1.0,8,9,0,California,1
ST3312,Male,31,3.25,1157,115.0,Law,0,3,1.0,8,7,1,Texas,1
ST3313,Male,31,2.9,1178,88.0,Science,0,3,0,5,1,1,Illinois,0
ST3314,Other,34,2.54,1254,105.0,Arts,0,4,0,8,2,0,Illinois,0
ST3315,Other,22,3.27,1569,90.0,Arts,1,0,0,2,3,0,New York,1
ST3316,Other,28,2.6,1299,103.0,Arts,1,4,0,3,1,0,New York,0
ST3317,Female,26,3.78,1345,113.0,Engineering,0,0,1.0,1,6,0,Texas,1
ST3318,Female,25,2.91,1366,82.0,Engineering,0,2,1.0,8,1,0,New York,0
ST3319,Other,29,2.84,1208,102.0,Law,0,1,0,1,7,0,California,0
ST3320,Other,24,2.55,1518,110.0,Medicine,0,1,1.0,6,2,1,California,0
ST3321,Male,18,3.37,1267,92.0,Business,0,4,1.0,9,10,0,New York,1
ST3322,Male,17,3.12,1521,117.0,Engineering,0,4,0,9,6,1,Illinois,1
ST3323,Female,23,3.49,1347,105.0,Engineering,1,0,0,6,6,0,Illinois,0
ST3324,Other,31,2.69,1334,111.0,Arts,1,3,1.0,7,2,1,Florida,1
ST3325,Other,25,3.51,1426,99.0,Law,1,3,0,2,6,0,Florida,1
ST3326,Male,18,3.12,1426,91.0,Law,1,4,0,6,1,0,New York,1
ST3327,Male,27,2.64,1525,81.0,Business,0,0,0,5,1,1,Texas,0
ST3328,Other,32,2.92,1212,114.0,Science,1,4,1.0,5,9,1,Florida,1
ST3329,Other,31,3.47,1068,95.0,Engineering,0,4,0,10,4,1,Florida,1
ST3330,Female,18,3.44,1217,97.0,Engineering,0,4,1.0,9,1,0,Illinois,1
ST3331,Other,24,2.78,1545,102.0,Law,0,1,1.0,8,4,1,California,0
ST3332,Female,26,3.15,1591,112.0,Law,0,4,0,4,9,0,Illinois,1
ST3333,Female,17,2.88,1145,87.0,Medicine,1,0,0,3,10,0,Florida,0
ST3334,Male,19,3.09,1367,105.0,Law,0,2,1.0,6,4,1,New York,1
ST3335,Male,19,3.02,1525,113.0,Arts,1,4,0,1,6,0,Illinois,1
ST3336,Male,19,2.9,1390,88.0,Arts,1,4,0,2,5,0,Illinois,1
ST3337,Male,26,2.6,1238,107.0,Business,1,2,1.0,2,8,0,Texas,0
ST3338,Female,21,3.34,1336,93.0,Engineering,0,1,0,4,1,1,New York,0
ST3339,Female,30,3.72,1314,120.0,Law,0,4,,4,7,0,Illinois,1
ST3340,Male,27,3.95,1161,117.0,Medicine,1,0,0,9,2,1,Texas,1
ST3341,Male,29,2.86,1195,94.0,Engineering,1,2,0,3,8,0,Illinois,0
ST3342,Other,31,3.02,1237,112.0,Engineering,0,0,1.0,7,8,0,Illinois,0
ST3343,Other,25,3.76,1489,95.0,Arts,1,3,1.0,8,9,0,Florida,1
ST3344,Male,20,3.48,1178,108.0,Business,0,0,1.0,4,8,0,Illinois,1
ST3345,Other,21,3.77,1527,82.0,Business,0,4,0,3,7,1,Texas,1
ST3346,Male,30,2.64,1504,109.0,Law,0,2,1.0,7,1,0,Florida,1
ST3347,Other,23,2.83,1408,116.0,Business,1,1,0,1,7,0,California,0
ST3348,Female,26,3.45,1217,119.0,Science,0,4,1.0,6,10,0,California,1
ST3349,Other,27,3.32,1463,83.0,Medicine,1,3,0,4,4,1,New York,1
ST3350,Female,30,3.29,1292,95.0,Engineering,1,4,0,7,9,0,Texas,1
ST3351,Female,26,2.54,1061,107.0,Arts,1,1,1.0,10,5,1,New York,0
ST3352,Male,31,3.44,1217,116.0,Business,0,0,1.0,3,4,0,California,0
ST3353,Female,30,3.46,1019,85.0,Law,1,4,0,7,4,0,Texas,1
ST3354,Female,19,3.02,1570,115.0,Engineering,0,4,1.0,2,6,1,Florida,1
ST3355,Female,33,3.15,1561,96.0,Law,0,1,1.0,10,9,0,Florida,1
ST3356,Female,32,2.67,1243,120.0,Medicine,1,4,0,2,10,0,California,1
ST3357,Other,19,2.83,1275,86.0,Law,1,2,1.0,10,10,1,California,1
ST3358,Male,28,3.13,1327,94.0,Science,1,3,0,7,7,0,Florida,1
ST3359,Male,18,3.36,1307,81.0,Law,1,4,0,8,10,0,Texas,1
ST3360,Female,21,2.62,1099,81.0,Business,1,1,1.0,7,3,1,Florida,0
ST3361,Female,22,2.73,1021,103.0,Engineering,1,3,1.0,9,4,1,New York,0
ST3362,Female,28,3.53,1313,80.0,Engineering,0,1,1.0,10,3,0,Texas,1
ST3363,Other,23,2.68,1522,118.0,Arts,0,1,1.0,5,2,1,Texas,1
ST3364,Female,33,2.87,1504,93.0,Medicine,0,3,1.0,3,6,1,California,1
ST3365,Female,30,2.56,1460,97.0,Business,1,1,1.0,2,2,0,California,0
ST3366,Other,20,3.05,1514,87.0,Medicine,1,2,1.0,6,7,1,California,1
ST3367,Female,33,3.73,1480,83.0,Law,0,3,1.0,1,8,0,California,1
ST3368,Other,24,2.77,1512,82.0,Business,1,3,,5,3,0,Florida,1
ST3369,Male,30,3.68,1107,103.0,Science,0,4,0,3,9,1,Illinois,1
ST3370,Female,26,2.78,1291,80.0,Engineering,1,4,0,4,4,1,California,0
ST3371,Female,18,3.21,1076,107.0,Law,1,1,,8,7,1,Florida,0
ST3372,Other,31,3.4,1053,82.0,Engineering,1,3,0,9,8,1,Texas,0
ST3373,Female,31,3.68,1486,106.0,Medicine,1,0,1.0,9,7,1,California,1
ST3374,Other,30,3.34,1219,88.0,Arts,1,1,1.0,3,2,0,California,0
ST3375,Female,17,2.53,1130,110.0,Medicine,1,4,0,1,2,1,Texas,0
ST3376,Female,33,2.9,1001,90.0,Law,0,2,1.0,4,3,0,Texas,0
ST3377,Male,31,3.0,1255,86.0,Law,0,4,1.0,9,9,1,Illinois,1
ST3378,Other,22,3.6,1035,99.0,Science,0,2,1.0,9,6,1,Texas,1
ST3379,Female,18,3.47,1160,93.0,Arts,1,4,0,3,10,1,Florida,1
ST3380,Male,26,2.64,1398,95.0,Engineering,0,2,0,1,6,0,Illinois,0
ST3381,Other,20,2.52,1173,118.0,Business,0,1,1.0,5,2,1,New York,0
ST3382,Male,19,3.32,1206,98.0,Arts,1,0,1.0,3,6,0,Illinois,0
ST3383,Other,24,2.87,1313,96.0,Law,1,0,1.0,8,6,0,Texas,0
ST3384,Other,27,3.43,1047,89.0,Business,1,2,1.0,5,8,1,Florida,1
ST3385,Other,33,3.01,1539,85.0,Medicine,0,0,0,8,5,0,California,0
ST3386,Female,21,3.68,1036,101.0,Law,0,0,1.0,10,7,0,Illinois,0
ST3387,Other,29,2.92,1020,88.0,Engineering,0,0,0,7,6,1,California,0
ST3388,Female,20,3.32,1280,91.0,Engineering,1,3,0,8,7,0,Illinois,1
ST3389,Female,23,3.78,1415,116.0,Business,0,0,0,7,1,1,Texas,1
ST3390,Other,19,3.61,1134,99.0,Business,0,0,1.0,9,1,1,Illinois,0
ST3391,Other,26,3.87,1320,87.0,Business,1,1,1.0,5,1,1,New York,1
ST3392,Other,31,3.48,1477,101.0,Engineering,0,2,1.0,4,7,1,Texas,1
