customer_id,gender,age,region,customer_tenure_months,subscription_type,monthly_charges,num_support_tickets,service_calls_last_6_months,contract_type,payment_method,auto_renewal_enabled,multiple_services,active_last_month,login_frequency_per_week,usage_minutes_per_month,plan_changes_in_last_year,total_charges,churn
C2013,Other,30,West,13,Premium,53.74,6,14,2-Year,Credit Card,0,1,0,9.0,3714.18,0,652.75,1
C2014,Male,48,Central,27,Standard,114.19,0,13,1-Year,Bank Transfer,1,1,1,15.0,1058.24,4,3100.31,0
C2015,Female,18,South,40,Basic,113.14,8,10,2-Year,Bank Transfer,1,1,1,3.0,2581.39,1,4564.38,0
C2016,Female,36,Central,52,Standard,35.21,7,9,1-Year,Debit Card,1,1,1,16.0,2638.75,4,1857.55,0
C2017,Male,59,East,72,Standard,26.46,1,7,Month-to-Month,Bank Transfer,0,1,0,18.0,2073.81,0,1939.9,0
C2018,Male,24,Central,11,Standard,30.03,9,11,1-Year,Debit Card,1,0,1,0,3882.26,1,319.15,1
C2019,Other,32,North,71,Standard,57.11,8,6,2-Year,Credit Card,0,1,1,11.0,3094.86,4,4066.35,0
C2020,Male,79,West,64,Premium,29.5,9,13,2-Year,Debit Card,1,1,0,24.0,259.25,4,1905.2,0
C2021,Female,49,East,30,Basic,108.79,2,7,1-Year,Bank Transfer,1,1,0,11.0,3330.5,2,3265.45,0
C2022,Other,56,East,28,Enterprise,48.26,2,10,2-Year,Debit Card,1,1,1,12.0,866.75,0,1366.24,0
C2023,Male,25,North,14,Standard,24.37,2,1,Month-to-Month,Debit Card,1,0,1,22.0,1237.32,0,299.16,1
C2024,Other,47,South,25,Enterprise,87.28,0,1,2-Year,PayPal,0,0,1,22.0,1307.56,1,2154.39,0
C2025,Other,37,South,71,Premium,111.4,4,1,Month-to-Month,PayPal,1,0,1,4.0,3602.91,3,7909.75,0
C2026,Female,67,East,49,Enterprise,65.25,5,10,Month-to-Month,PayPal,1,0,0,4.0,1501.19,1,3196.97,0
C2027,Male,27,North,31,Premium,83.7,8,6,Month-to-Month,Credit Card,1,1,0,16.0,3620.94,3,2562.82,1
C2028,Female,56,South,25,Standard,30.1,8,0,2-Year,Debit Card,1,1,1,20.0,1862.34,2,712.76,0
C2029,Female,71,North,40,Standard,93.28,3,8,2-Year,Debit Card,0,0,0,14.0,3634.88,2,3773.27,0
C2030,Other,49,South,52,Basic,36.89,0,3,1-Year,Credit Card,1,1,0,7.0,2285.55,0,1918.19,0
C2031,Female,30,East,23,Enterprise,29.98,4,11,2-Year,Bank Transfer,1,1,0,14.0,2971.22,3,645.56,0
C2032,Other,26,West,1,Basic,55.37,5,6,2-Year,Debit Card,0,0,0,12.0,2125.25,2,19.0,0
C2033,Other,79,South,18,Premium,63.85,2,11,1-Year,Debit Card,1,1,0,7.0,271.8,3,1181.64,0
C2034,Female,24,West,58,Standard,100.39,2,13,Month-to-Month,Credit Card,0,1,1,23.0,3676.14,2,5772.92,0
C2035,Female,72,East,68,Standard,63.08,1,6,1-Year,PayPal,0,1,1,21.0,189.29,2,4316.48,0
C2036,Male,31,North,44,Enterprise,101.79,7,4,Month-to-Month,Credit Card,1,1,1,12.0,1520.68,0,4470.32,1
C2037,Female,69,North,33,Premium,119.67,6,9,2-Year,PayPal,1,1,1,20.0,461.0,1,3906.57,0
C2038,Other,63,South,40,Basic,44.74,5,13,1-Year,Credit Card,0,0,1,9.0,1354.09,3,1771.52,0
C2039,Female,61,North,44,Enterprise,56.73,3,3,Month-to-Month,Debit Card,0,0,0,4.0,2457.26,3,2517.26,0
C2040,Other,76,Central,39,Premium,71.6,5,13,2-Year,PayPal,0,1,0,8.0,1046.36,1,2814.55,0
C2041,Female,20,East,7,Standard,39.53,9,11,Month-to-Month,Credit Card,0,0,1,14.0,967.7,0,326.4,1
C2042,Other,47,Central,71,Standard,87.36,6,1,1-Year,Credit Card,0,1,1,20.0,741.57,1,6251.93,0
C2043,Female,20,East,55,Standard,21.87,2,2,Month-to-Month,Debit Card,1,1,1,24.0,2092.4,2,1203.4,0
C2044,Female,33,East,27,Enterprise,96.29,5,14,2-Year,Bank Transfer,1,0,0,23.0,1186.63,2,2582.55,0
C2045,Male,29,East,38,Standard,27.52,2,2,Month-to-Month,Debit Card,0,1,0,16.0,1596.23,0,1064.31,0
C2046,Female,69,South,31,Standard,109.39,8,10,2-Year,PayPal,0,1,1,23.0,2455.68,0,3402.29,0
C2047,Other,64,South,36,Basic,39.13,8,10,2-Year,Bank Transfer,0,1,1,20.0,3075.57,4,1384.95,0
C2048,Female,75,West,2,Basic,112.05,9,5,1-Year,Debit Card,1,0,1,1.0,3285.26,3,250.58,1
C2049,Other,66,East,34,Standard,22.11,2,11,Month-to-Month,Debit Card,0,0,1,14.0,3534.87,4,727.38,0
C2050,Female,22,South,35,Premium,65.82,1,11,1-Year,Debit Card,1,1,0,8.0,1711.74,3,2268.29,0
C2051,Male,66,West,52,Standard,52.2,3,0,2-Year,Bank Transfer,1,1,1,8.0,2227.66,1,2721.86,0
C2052,Other,79,North,20,Standard,31.97,9,3,Month-to-Month,PayPal,1,1,1,11.0,4108.99,0,625.95,1
C2053,Other,30,North,36,Premium,25.78,5,13,1-Year,PayPal,0,0,0,21.0,3321.12,3,888.73,0
C2054,Male,64,South,56,Standard,63.79,9,13,2-Year,Debit Card,0,1,0,16.0,3557.75,0,3611.77,0
C2055,Other,77,North,5,Basic,62.04,1,4,1-Year,Debit Card,1,0,0,8.0,1696.15,4,327.5,1
C2056,Male,33,North,1,Standard,41.56,1,11,1-Year,Bank Transfer,0,1,1,19.0,,1,47.98,0
C2057,Other,32,North,8,Basic,108.51,3,8,Month-to-Month,PayPal,1,1,0,12.0,4426.87,4,884.38,1
C2058,Male,71,South,29,Basic,68.0,4,6,1-Year,Credit Card,0,0,1,12.0,4475.49,1,1936.89,0
C2059,Female,70,North,54,Premium,25.62,3,7,1-Year,Credit Card,0,1,1,24.0,4438.29,4,1427.22,0
C2060,Other,54,North,16,Enterprise,117.51,9,9,1-Year,Credit Card,0,1,0,12.0,3912.44,3,1839.46,1
C2061,Other,33,South,45,Standard,65.04,2,12,1-Year,Debit Card,1,0,0,15.0,1491.7,1,2930.62,0
C2062,Female,56,East,3,Premium,55.59,0,3,1-Year,Credit Card,0,1,0,20.0,402.81,2,146.1,1
C2063,Male,26,Central,8,Premium,74.73,2,5,2-Year,PayPal,1,1,0,6.0,287.66,0,634.64,0
C2064,Female,18,West,67,Basic,70.79,3,1,Month-to-Month,Credit Card,1,1,0,24.0,3092.11,2,4696.41,0
C2065,Female,47,Central,60,Standard,68.09,4,0,Month-to-Month,Debit Card,0,1,0,23.0,3925.53,3,4087.11,1
C2066,Other,52,Central,40,Premium,64.38,3,14,Month-to-Month,Credit Card,1,0,1,16.0,1926.45,3,2538.14,0
C2067,Male,74,East,59,Basic,52.48,2,14,1-Year,Credit Card,0,1,0,10.0,3015.43,1,3062.63,0
C2068,Other,30,North,46,Premium,110.79,1,1,2-Year,Bank Transfer,0,0,1,13.0,3583.59,1,5051.97,0
C2069,Other,35,Central,65,Basic,53.35,4,7,2-Year,PayPal,1,0,0,12.0,3423.03,2,3489.55,0
C2070,Female,26,Central,40,Basic,35.43,6,11,2-Year,Bank Transfer,0,1,1,16.0,2850.43,3,1464.95,0
C2071,Male,28,East,51,Basic,68.31,4,13,1-Year,Debit Card,0,1,0,4.0,365.3,2,3454.73,0
C2072,Other,79,South,69,Enterprise,78.53,6,12,1-Year,Credit Card,1,1,1,21.0,4576.85,0,5421.83,0
C2073,Other,64,West,62,Standard,81.92,5,0,Month-to-Month,Credit Card,0,0,1,7.0,4003.76,3,5101.79,0
C2074,Male,28,North,60,Standard,49.0,5,4,1-Year,Bank Transfer,1,1,1,22.0,3796.36,2,2961.6,0
C2075,Other,37,North,65,Premium,34.61,2,12,Month-to-Month,Debit Card,0,1,1,20.0,4829.85,1,2277.94,0
C2076,Other,56,South,56,Enterprise,104.19,1,11,1-Year,PayPal,1,0,0,4.0,4770.68,0,5851.49,0
C2077,Male,79,Central,12,Premium,105.54,8,0,1-Year,PayPal,1,0,0,0,227.0,2,1267.17,1
C2078,Male,28,Central,15,Standard,74.73,1,9,2-Year,Credit Card,0,0,1,10.0,3893.35,1,1169.75,0
C2079,Male,63,Central,48,Standard,67.34,0,10,Month-to-Month,Debit Card,0,0,0,24.0,4429.06,3,3186.69,0
C2080,Female,74,Central,43,Basic,78.92,4,9,1-Year,Bank Transfer,1,1,1,8.0,,2,3410.01,0
C2081,Female,42,South,71,Standard,37.41,9,3,2-Year,Debit Card,0,0,1,22.0,1949.13,0,2614.67,0
C2082,Female,38,South,44,Premium,26.12,7,14,2-Year,Debit Card,0,1,1,9.0,57.92,0,1165.77,0
C2083,Female,45,South,5,Standard,97.77,4,0,2-Year,Credit Card,1,1,1,16.0,1238.96,0,514.9,0
C2084,Female,27,Central,40,Basic,46.04,2,5,2-Year,Bank Transfer,0,1,0,17.0,1715.62,0,1874.64,0
C2085,Other,77,West,27,Premium,56.56,3,10,1-Year,Bank Transfer,0,1,0,2.0,2547.89,1,1560.2,0
C2086,Female,18,Central,58,Basic,39.76,1,9,2-Year,Credit Card,0,1,1,2.0,3486.75,4,2267.81,0
C2087,Female,23,South,14,Basic,64.6,6,4,2-Year,PayPal,0,0,0,15.0,1855.35,1,953.47,0
C2088,Other,63,South,31,Standard,35.5,4,4,Month-to-Month,Bank Transfer,1,1,1,7.0,2552.93,0,1095.11,0
C2089,Female,79,Central,71,Standard,98.52,4,6,2-Year,PayPal,1,1,1,18.0,744.58,4,6992.55,0
C2090,Female,53,South,63,Premium,98.16,3,9,1-Year,PayPal,0,1,0,22.0,1131.1,4,6206.47,0
C2091,Other,53,Central,22,Standard,88.07,2,7,2-Year,Credit Card,1,0,0,15.0,2764.57,0,1901.6,0
C2092,Male,33,East,63,Enterprise,20.56,3,4,1-Year,Bank Transfer,0,0,1,20.0,1576.89,0,1320.36,0
C2093,Female,38,Central,46,Premium,89.2,2,5,Month-to-Month,Credit Card,1,1,0,3.0,4266.79,3,4146.51,1
C2094,Other,69,West,44,Premium,104.35,0,3,2-Year,Bank Transfer,0,1,1,13.0,596.03,2,4571.17,0
C2095,Male,21,Central,54,Premium,87.75,2,4,1-Year,PayPal,0,0,1,2.0,193.07,2,4765.39,0
C2096,Female,47,Central,30,Premium,35.41,8,12,1-Year,Credit Card,0,1,1,19.0,3970.44,0,1091.31,0
C2097,Male,22,West,71,Basic,63.9,7,13,1-Year,Bank Transfer,0,1,1,1.0,4303.97,4,4563.04,0
C2098,Other,37,East,39,Standard,47.03,2,13,Month-to-Month,PayPal,0,1,0,12.0,1442.09,2,1785.09,1
C2099,Other,31,West,15,Basic,109.31,4,2,1-Year,PayPal,1,1,1,4.0,4921.94,3,1598.08,0
C2100,Other,77,South,43,Basic,61.78,0,1,Month-to-Month,PayPal,1,1,0,1.0,2697.58,3,2705.72,1
C2101,Female,32,Central,22,Premium,52.33,0,14,1-Year,Debit Card,0,0,1,10.0,666.59,4,1152.13,0
C2102,Other,46,South,60,Basic,41.59,3,10,Month-to-Month,Debit Card,1,0,1,9.0,2539.25,2,2529.74,0
C2103,Female,61,South,16,Standard,82.63,7,4,1-Year,Bank Transfer,0,0,0,0,58.96,3,1343.85,1
C2104,Male,23,East,69,Basic,79.34,8,3,2-Year,Credit Card,0,0,1,15.0,2824.02,4,5454.89,0
C2105,Female,41,South,48,Enterprise,26.04,0,3,Month-to-Month,Debit Card,1,1,1,15.0,2433.22,0,1201.07,0
C2106,Other,36,South,24,Standard,101.65,3,5,2-Year,PayPal,0,1,1,12.0,2894.92,4,2476.61,0
C2107,Female,73,South,35,Premium,101.55,4,11,Month-to-Month,Bank Transfer,0,0,1,18.0,4917.32,3,3522.48,1
C2108,Male,51,Central,67,Standard,105.1,6,4,2-Year,Bank Transfer,1,1,1,8.0,3079.28,0,7082.08,0
C2109,Female,50,East,19,Premium,43.27,0,7,1-Year,PayPal,0,1,0,16.0,4342.53,0,794.93,0
C2110,Female,44,Central,38,Standard,54.5,1,7,1-Year,Debit Card,1,1,0,22.0,1954.74,3,2087.41,0
C2111,Other,34,South,55,Basic,117.27,9,6,Month-to-Month,Debit Card,0,1,1,12.0,1818.48,3,6482.59,1
C2112,Male,31,Central,14,Basic,103.94,4,3,Month-to-Month,Bank Transfer,1,0,0,20.0,303.37,3,1463.98,1
C2113,Other,21,South,35,Premium,95.67,6,2,Month-to-Month,PayPal,0,0,1,6.0,2523.42,3,3333.49,1
C2114,Female,55,South,33,Standard,98.93,1,0,2-Year,PayPal,0,0,0,17.0,1232.39,2,3295.71,0
C2115,Male,21,East,27,Standard,49.21,5,1,1-Year,Credit Card,1,0,0,10.0,1202.06,2,1294.5,0
C2116,Female,48,North,67,Standard,84.19,3,10,Month-to-Month,PayPal,0,0,0,4.0,4925.78,4,5674.67,0
C2117,Other,20,Central,46,Enterprise,111.63,3,8,1-Year,PayPal,1,1,0,15.0,842.37,0,5096.87,0
C2118,Male,34,Central,66,Enterprise,74.19,5,3,2-Year,Credit Card,1,0,0,21.0,2287.8,4,4913.19,0
C2119,Male,74,West,19,Enterprise,72.84,2,5,2-Year,Bank Transfer,1,1,1,8.0,2104.38,1,1414.73,0
C2120,Female,73,North,36,Basic,56.04,4,9,Month-to-Month,PayPal,0,0,0,20.0,4653.15,2,2022.8,1
C2121,Male,46,North,49,Premium,73.45,3,1,2-Year,Debit Card,1,1,0,10.0,1242.58,3,3553.55,0
C2122,Male,59,South,13,Enterprise,115.5,3,8,Month-to-Month,Debit Card,0,1,1,10.0,2755.67,2,1533.61,1
C2123,Female,72,West,67,Standard,87.85,3,13,1-Year,PayPal,0,0,0,3.0,4491.7,0,5928.96,0
C2124,Female,50,Central,62,Premium,86.95,1,5,Month-to-Month,PayPal,0,1,1,7.0,1226.95,4,5365.54,0
C2125,Other,37,West,26,Premium,54.34,0,7,Month-to-Month,PayPal,0,0,1,7.0,1089.49,1,1405.08,1
C2126,Male,37,North,1,Basic,20.27,2,5,Month-to-Month,Credit Card,1,0,1,14.0,757.33,1,57.77,1
C2127,Female,39,South,62,Premium,71.45,1,0,1-Year,Bank Transfer,1,0,0,3.0,2508.95,4,4394.01,0
C2128,Other,53,South,18,Enterprise,21.92,4,5,2-Year,Bank Transfer,0,1,1,1.0,3898.78,1,379.68,0
C2129,Male,67,East,25,Standard,86.4,8,5,1-Year,Debit Card,0,0,0,17.0,2680.08,0,2117.24,1
C2130,Male,27,Central,42,Basic,73.4,2,2,Month-to-Month,PayPal,1,0,1,11.0,1888.3,4,3116.73,0
C2131,Other,63,Central,67,Basic,108.6,6,0,2-Year,Credit Card,1,1,0,9.0,667.61,2,7239.11,0
C2132,Female,24,West,52,Standard,45.42,7,14,2-Year,Bank Transfer,0,1,1,10.0,2564.39,1,2319.85,0
C2133,Female,25,West,4,Standard,52.92,4,2,1-Year,PayPal,1,1,0,5.0,3421.36,4,252.17,1
C2134,Other,18,West,70,Standard,26.7,2,1,1-Year,Bank Transfer,0,1,1,2.0,1852.3,3,1855.28,0
C2135,Male,20,North,19,Standard,76.43,8,7,2-Year,PayPal,0,0,1,20.0,3168.71,2,1450.88,0
C2136,Other,42,North,44,Enterprise,90.76,7,0,Month-to-Month,Credit Card,0,0,0,18.0,314.09,3,4019.88,1
C2137,Other,26,South,47,Basic,46.38,2,9,2-Year,Debit Card,0,1,1,11.0,1140.48,2,2213.58,0
C2138,Male,79,Central,56,Basic,42.62,3,8,Month-to-Month,Credit Card,1,1,0,,4630.36,4,2385.37,0
C2139,Male,50,North,52,Basic,116.45,3,6,1-Year,PayPal,0,0,1,23.0,226.17,0,6070.42,0
C2140,Other,27,West,48,Enterprise,95.37,3,9,1-Year,Debit Card,0,1,1,0,2585.16,1,4539.4,0
C2141,Other,60,Central,4,Enterprise,31.47,6,10,2-Year,Bank Transfer,0,0,0,12.0,2579.96,0,86.68,0
C2142,Other,20,East,32,Standard,69.92,8,3,1-Year,Bank Transfer,0,1,1,3.0,3472.03,0,2262.04,0
C2143,Female,72,South,58,Premium,99.0,6,1,2-Year,Debit Card,0,1,1,12.0,2940.55,0,5774.78,0
C2144,Male,19,South,36,Standard,25.03,9,2,2-Year,PayPal,1,0,0,7.0,4148.07,1,859.4,0
C2145,Other,77,East,39,Basic,52.67,6,4,1-Year,Credit Card,1,1,1,23.0,2560.93,1,2073.32,0
C2146,Male,24,Central,62,Basic,59.62,4,6,1-Year,Debit Card,0,1,1,1.0,4479.47,0,3722.85,0
C2147,Male,68,West,70,Enterprise,113.49,2,8,2-Year,Credit Card,1,1,1,2.0,3807.44,2,7954.63,0
C2148,Female,64,East,30,Premium,49.44,9,9,1-Year,Credit Card,1,1,0,22.0,4919.15,4,1482.13,0
C2149,Other,40,North,55,Enterprise,104.69,7,6,2-Year,Credit Card,1,0,0,22.0,970.9,4,5743.04,0
C2150,Female,71,East,32,Basic,92.0,2,9,Month-to-Month,Bank Transfer,0,1,0,24.0,3942.22,3,2973.11,1
C2151,Male,69,South,61,Basic,103.93,0,3,2-Year,Bank Transfer,1,0,0,6.0,158.33,1,6321.5,0
C2152,Other,42,South,21,Basic,27.17,3,3,2-Year,Bank Transfer,1,0,1,16.0,935.54,4,563.75,0
C2153,Male,23,East,51,Standard,45.55,8,7,Month-to-Month,Bank Transfer,1,0,0,9.0,4900.16,3,2284.36,0
C2154,Male,19,South,54,Standard,52.43,6,12,1-Year,PayPal,1,0,1,18.0,298.81,0,2863.87,0
C2155,Male,18,North,59,Premium,39.07,4,8,2-Year,Debit Card,1,1,1,20.0,2981.92,1,2312.48,0
C2156,Other,80,West,64,Enterprise,79.43,0,10,2-Year,Debit Card,0,0,0,23.0,755.96,3,5097.17,0
C2157,Male,52,North,4,Premium,82.66,7,10,Month-to-Month,PayPal,0,0,0,21.0,3581.71,1,370.65,1
C2158,Female,64,North,57,Standard,22.0,1,11,Month-to-Month,PayPal,1,0,0,23.0,4462.72,4,1295.47,0
C2159,Female,40,North,67,Basic,20.09,7,6,1-Year,PayPal,0,1,0,6.0,397.85,3,1335.41,0
C2160,Female,36,South,9,Standard,34.62,4,0,2-Year,PayPal,0,1,1,18.0,2239.52,3,298.13,0
C2161,Female,54,North,13,Standard,62.05,5,11,1-Year,PayPal,1,1,0,24.0,332.86,4,814.52,1
C2162,Female,53,Central,7,Premium,26.25,5,1,2-Year,Bank Transfer,1,1,0,10.0,4478.22,1,181.11,0
C2163,Other,79,East,6,Premium,31.1,5,14,2-Year,PayPal,1,1,1,23.0,2104.37,3,202.64,0
C2164,Female,26,West,63,Basic,65.99,7,2,Month-to-Month,Bank Transfer,0,0,0,14.0,2312.68,2,4146.82,1
C2165,Female,45,North,25,Premium,39.46,1,7,Month-to-Month,PayPal,1,0,1,6.0,1072.23,4,978.42,0
C2166,Female,67,West,72,Basic,85.26,2,13,Month-to-Month,Credit Card,0,0,1,12.0,776.75,1,6127.16,0
C2167,Female,71,East,18,Enterprise,58.38,2,1,1-Year,PayPal,1,1,0,14.0,3586.77,4,1061.42,0
C2168,Male,76,Central,66,Enterprise,68.68,3,14,Month-to-Month,Credit Card,1,0,0,13.0,741.58,1,4579.55,1
C2169,Male,20,West,26,Enterprise,26.37,2,13,1-Year,Credit Card,1,1,0,8.0,1241.8,0,674.66,0
C2170,Male,54,South,39,Premium,63.15,9,12,1-Year,PayPal,1,1,0,6.0,4735.03,2,2454.15,0
C2171,Other,43,West,51,Enterprise,65.97,8,9,1-Year,Bank Transfer,0,0,1,12.0,4620.22,0,3368.25,0
C2172,Male,58,West,38,Basic,79.93,8,6,2-Year,Bank Transfer,1,1,0,17.0,3006.03,2,3049.6,0
C2173,Female,19,South,55,Premium,96.34,5,8,2-Year,Debit Card,0,1,0,22.0,4982.48,4,5317.29,0
C2174,Other,33,Central,60,Basic,112.84,4,0,2-Year,Credit Card,1,0,0,2.0,4143.67,1,6796.6,0
C2175,Other,53,Central,38,Basic,104.26,6,0,2-Year,Debit Card,0,0,0,21.0,886.08,2,4004.6,0
C2176,Male,68,South,61,Enterprise,103.02,7,6,Month-to-Month,PayPal,0,0,1,18.0,3141.63,0,6284.59,1
C2177,Female,23,Central,18,Standard,35.72,9,5,Month-to-Month,PayPal,0,1,1,6.0,640.94,4,660.22,1
C2178,Other,77,South,13,Standard,82.64,5,7,2-Year,Bank Transfer,0,0,0,8.0,337.37,2,1056.31,1
C2179,Other,29,Central,52,Basic,60.64,7,0,Month-to-Month,Debit Card,0,0,0,23.0,4463.66,3,3161.71,1
C2180,Female,68,Central,50,Standard,55.61,0,12,2-Year,Credit Card,1,0,0,1.0,2376.03,0,2744.91,0
C2181,Male,23,East,24,Standard,31.01,5,14,2-Year,Bank Transfer,1,1,0,17.0,2325.94,0,696.27,0
C2182,Female,58,Central,14,Basic,83.89,8,9,1-Year,PayPal,1,1,0,10.0,399.42,1,1184.65,1
C2183,Other,48,East,12,Standard,74.45,1,8,2-Year,PayPal,0,1,1,22.0,707.68,2,851.09,0
C2184,Other,21,South,32,Enterprise,24.58,0,5,1-Year,Bank Transfer,0,0,0,16.0,3870.01,1,776.56,0
C2185,Male,66,Central,65,Premium,23.25,6,2,2-Year,Credit Card,0,0,1,4.0,4824.94,4,1516.3,0
C2186,Other,36,South,31,Premium,51.02,4,6,2-Year,PayPal,0,1,0,12.0,1835.77,4,1579.71,0
C2187,Other,43,West,6,Basic,51.55,6,13,2-Year,Debit Card,1,1,1,19.0,1866.29,1,272.86,0
C2188,Other,34,South,48,Premium,20.3,5,8,Month-to-Month,PayPal,0,1,1,17.0,1773.52,0,1008.77,0
C2189,Other,31,East,29,Enterprise,80.78,9,0,1-Year,Bank Transfer,0,1,0,15.0,1787.46,4,2302.3,1
C2190,Male,78,North,30,Standard,30.2,6,4,1-Year,Debit Card,0,0,0,24.0,2504.08,4,905.54,0
C2191,Other,68,East,19,Basic,47.55,1,8,2-Year,Debit Card,0,1,1,10.0,1247.15,0,919.25,0
C2192,Other,56,Central,47,Enterprise,34.0,1,4,2-Year,Credit Card,1,0,1,9.0,3899.76,4,1554.96,0
C2193,Male,63,South,64,Standard,89.75,9,8,1-Year,Credit Card,1,0,0,6.0,4186.38,3,5725.34,0
C2194,Other,46,East,18,Standard,31.98,8,3,1-Year,Credit Card,0,1,0,8.0,3178.17,2,560.57,0
C2195,Female,24,Central,69,Enterprise,44.18,2,3,1-Year,PayPal,1,0,0,24.0,1822.79,1,3024.57,0
C2196,Female,70,Central,64,Standard,79.01,3,4,1-Year,Bank Transfer,1,1,0,0,2787.93,2,5038.6,0
C2197,Female,73,West,5,Enterprise,78.13,3,1,2-Year,Credit Card,1,0,1,5.0,4138.9,3,350.51,0
C2198,Other,37,East,12,Premium,31.78,6,9,1-Year,Credit Card,1,0,0,7.0,4141.66,3,349.25,0
C2199,Female,29,North,38,Premium,28.81,0,8,1-Year,PayPal,0,0,0,0,1834.31,2,1053.58,0
C2200,Male,60,North,28,Basic,69.03,4,14,2-Year,Credit Card,1,0,0,9.0,2313.48,0,1927.33,0
C2201,Other,20,Central,8,Basic,54.53,8,7,2-Year,Credit Card,0,0,1,,906.88,3,409.94,0
C2202,Other,40,East,46,Standard,117.48,0,9,2-Year,PayPal,1,0,0,22.0,4835.43,0,5403.02,0
C2203,Other,42,East,71,Standard,87.22,6,3,2-Year,Credit Card,1,0,0,11.0,2285.6,4,6199.39,0
C2204,Male,56,Central,63,Basic,70.77,3,9,Month-to-Month,Debit Card,0,1,0,21.0,,4,4507.57,1
C2205,Female,19,North,60,Premium,70.62,4,8,Month-to-Month,Debit Card,1,1,1,14.0,1745.11,0,4235.66,0
C2206,Female,79,Central,25,Basic,27.51,5,12,1-Year,Credit Card,1,1,1,10.0,1175.98,4,656.06,0
C2207,Male,40,North,11,Basic,40.9,9,13,2-Year,Credit Card,0,0,1,17.0,1825.96,3,475.62,0
C2208,Female,40,West,32,Basic,110.26,0,2,2-Year,PayPal,0,1,0,2.0,4461.15,4,3499.35,1
C2209,Male,23,West,23,Basic,62.13,3,8,2-Year,Bank Transfer,1,0,1,19.0,2025.15,0,1448.57,0
C2210,Male,60,North,20,Standard,73.82,6,1,1-Year,Credit Card,0,1,0,12.0,2577.94,2,1495.09,0
C2211,Other,31,West,23,Enterprise,39.44,8,1,2-Year,Credit Card,0,0,1,23.0,1354.87,2,898.66,0
C2212,Other,41,West,13,Premium,40.9,8,13,Month-to-Month,PayPal,1,0,0,7.0,1530.57,4,496.85,1
C2213,Other,68,Central,15,Enterprise,34.59,0,2,Month-to-Month,Debit Card,0,0,0,18.0,4900.53,0,480.75,1
C2214,Other,54,East,36,Standard,95.8,7,10,1-Year,Bank Transfer,1,1,1,15.0,3736.01,1,3470.74,0
C2215,Female,32,South,21,Premium,74.37,0,10,Month-to-Month,PayPal,1,0,0,22.0,1268.04,3,1543.14,1
C2216,Male,80,East,11,Basic,28.12,4,3,1-Year,PayPal,0,0,0,15.0,1466.26,2,264.8,0
C2217,Female,29,Central,23,Basic,106.63,0,12,1-Year,Debit Card,1,0,0,5.0,1527.92,1,2475.74,0
C2218,Other,46,East,68,Enterprise,101.16,9,9,2-Year,Bank Transfer,0,0,1,23.0,2409.2,0,6857.78,0
C2219,Male,21,Central,52,Premium,37.61,5,3,Month-to-Month,Debit Card,1,1,0,15.0,1541.93,0,1926.17,1
C2220,Female,69,South,64,Enterprise,25.7,9,10,Month-to-Month,Debit Card,0,1,0,6.0,1144.1,3,1643.61,1
C2221,Female,54,North,1,Standard,21.88,3,3,1-Year,Credit Card,0,1,1,7.0,3466.46,3,0,0
C2222,Other,33,South,15,Premium,25.63,3,9,1-Year,Bank Transfer,0,1,1,15.0,2192.69,0,391.51,0
C2223,Male,28,South,53,Enterprise,68.02,1,6,Month-to-Month,Debit Card,0,0,1,,1596.65,0,3633.59,0
C2224,Other,76,North,4,Standard,65.37,2,3,Month-to-Month,Credit Card,0,0,1,3.0,3926.74,1,302.33,1
C2225,Male,49,North,45,Enterprise,31.0,6,6,2-Year,Bank Transfer,1,0,0,2.0,1965.24,1,1363.88,0
C2226,Other,27,South,36,Premium,57.71,3,12,Month-to-Month,PayPal,0,0,0,20.0,2588.58,2,2109.23,0
C2227,Other,72,West,55,Basic,115.78,4,11,1-Year,PayPal,0,1,0,23.0,852.4,3,6364.32,0
C2228,Female,75,North,29,Standard,49.09,2,7,1-Year,Credit Card,0,1,1,16.0,1769.4,4,1432.97,0
C2229,Other,62,South,58,Premium,50.7,1,1,Month-to-Month,Debit Card,1,0,1,11.0,1344.77,4,2899.88,0
C2230,Male,19,West,41,Premium,25.38,3,1,2-Year,Credit Card,0,0,0,0,831.04,3,1041.55,0
C2231,Female,64,Central,38,Standard,39.9,6,8,2-Year,Debit Card,1,1,1,1.0,4834.31,2,1540.77,0
C2232,Female,49,East,31,Standard,65.69,8,0,1-Year,Debit Card,1,0,1,18.0,4251.29,1,2046.38,0
C2233,Female,33,North,58,Premium,53.77,0,4,Month-to-Month,PayPal,1,1,1,23.0,1836.24,0,3116.53,0
C2234,Female,41,East,39,Enterprise,102.06,9,2,2-Year,Bank Transfer,0,1,1,6.0,2044.8,0,3984.72,0
C2235,Female,61,North,3,Standard,87.01,6,6,Month-to-Month,Bank Transfer,0,1,1,24.0,2950.61,0,278.76,1
C2236,Other,80,West,46,Enterprise,23.37,8,4,Month-to-Month,Debit Card,1,1,1,15.0,3096.52,2,1088.07,0
C2237,Male,76,Central,53,Basic,98.85,1,1,1-Year,PayPal,1,0,1,6.0,4240.39,4,5253.86,0
C2238,Female,72,East,2,Basic,92.6,0,4,Month-to-Month,Bank Transfer,1,0,0,16.0,4661.44,3,232.17,1
C2239,Female,69,North,28,Premium,72.89,4,12,2-Year,Credit Card,0,1,0,2.0,2247.12,1,2058.27,0
