house_id,location,area_sqft,num_bedrooms,num_bathrooms,garage,year_built,lot_size_sqft,num_floors,has_basement,has_pool,house_style,exterior_material,condition_rating,proximity_to_city_center_km,school_quality_rating,crime_rate_per_1000,price
ID_2810,Phoenix,2762,5,1,0,1982,11762,1,0,1.0,Contemporary,Vinyl,9,19.58,2,9.2,843393
ID_2811,San Jose,4906,2,2,0,1988,2556,3,0,1.0,Contemporary,Vinyl,3,16.95,6,9.59,1075161
ID_2812,Houston,1954,5,1,0,1927,16764,3,1,0,Modern,Vinyl,2,44.94,1,1.18,571616
ID_2813,Los Angeles,3590,1,3,1,1945,9119,3,1,0,Modern,Brick,2,29.07,6,4.19,867417
ID_2814,San Antonio,3987,5,1,1,1948,17398,3,0,1.0,Ranch,Vinyl,5,48.99,9,8.48,1016950
ID_2815,Dallas,1010,2,2,1,1922,4465,3,0,1.0,Traditional,Stucco,4,13.74,5,9.26,449804
ID_2816,Phoenix,3325,2,4,1,1948,17376,2,0,1.0,Modern,Vinyl,8,25.23,8,8.8,898416
ID_2817,Dallas,2482,5,1,1,2012,15857,2,0,0,Ranch,Vinyl,10,49.29,8,9.8,804333
ID_2818,Los Angeles,1720,4,2,1,1933,7745,3,0,1.0,Ranch,Brick,7,13.5,8,1.68,731736
ID_2819,Phoenix,883,2,5,0,1974,18746,2,0,1.0,Ranch,Stucco,10,10.38,5,4.75,645166
ID_2820,Dallas,4882,1,1,0,1940,6024,1,0,1.0,Contemporary,Stucco,7,21.8,3,5.42,958354
ID_2821,San Antonio,2330,1,1,1,1979,17811,1,0,1.0,Ranch,Vinyl,3,13.43,3,9.99,678358
ID_2822,Philadelphia,1899,1,5,1,1917,18102,2,1,1.0,Contemporary,Wood,9,3.15,9,6.65,789722
ID_2823,New York,1506,4,4,1,2010,6481,3,1,0,Traditional,Wood,7,40.32,10,5.39,684729
ID_2824,San Antonio,4813,6,4,0,1909,14979,3,0,0,Modern,Vinyl,7,22.25,6,7.32,1116438
ID_2825,San Jose,3535,3,1,0,1920,12054,2,0,0,Colonial,Stucco,4,27.1,2,6.94,786173
ID_2826,San Diego,1658,3,5,1,1948,12697,3,1,1.0,Colonial,Brick,2,21.96,6,1.78,710175
ID_2827,Los Angeles,4761,3,4,0,1994,6322,2,1,0,Ranch,Stucco,10,46.71,4,5.99,1057209
ID_2828,San Diego,1411,5,1,0,1967,3625,3,1,0,Colonial,Stucco,3,20.8,2,9.66,511255
ID_2829,Houston,3976,2,5,1,1989,16678,2,1,1.0,Traditional,Vinyl,10,35.03,5,5.73,1097170
ID_2830,New York,952,4,3,1,1956,18029,1,0,0,Modern,Stucco,10,27.21,9,9.51,593959
ID_2831,New York,3346,3,5,0,2005,18344,3,1,1.0,Ranch,Brick,4,36.96,3,3.97,984095
ID_2832,Philadelphia,2825,2,2,1,2019,1144,3,1,0,Ranch,Brick,2,30.07,4,7.15,675103
ID_2833,Los Angeles,919,2,1,0,2018,8243,2,0,0,Ranch,Stucco,6,20.64,6,1.66,494053
ID_2834,Chicago,3162,5,2,1,1902,16245,1,1,1.0,Modern,Vinyl,9,48.16,8,1.11,929712
ID_2835,San Antonio,3106,2,4,1,1938,2096,3,0,0,Modern,Vinyl,2,49.09,5,6.53,679914
ID_2836,Chicago,2092,3,3,1,1964,17102,2,1,1.0,Contemporary,Brick,3,38.51,1,0.63,793397
ID_2837,Chicago,1982,4,5,1,1940,7839,3,1,1.0,Modern,Wood,5,30.13,8,5.06,789859
ID_2838,New York,2126,5,5,0,1994,1725,3,1,0,Contemporary,Stucco,9,18.09,10,8.87,812192
ID_2839,New York,4295,1,1,0,1954,14722,1,1,0,Traditional,Wood,7,14.45,4,7.53,977612
ID_2840,New York,3568,2,5,0,1961,13803,3,0,1.0,Traditional,Stucco,8,43.88,7,3.21,969622
ID_2841,Los Angeles,4781,2,5,1,1957,10926,1,0,1.0,Colonial,Vinyl,5,9.21,1,6.09,1109822
ID_2842,San Diego,2298,4,5,0,1977,7132,3,1,0,Colonial,Brick,7,32.33,5,1.93,781535
ID_2843,Houston,2997,6,4,1,1948,2051,3,0,0,Colonial,Wood,2,42.35,6,1.55,842488
ID_2844,Los Angeles,4075,1,3,0,1933,6808,1,0,0,Ranch,Brick,1,27.32,9,3.93,844598
ID_2845,New York,4929,3,4,0,1915,14571,2,0,0,Contemporary,Vinyl,9,16.99,10,1.82,1194228
ID_2846,Phoenix,2256,3,4,1,1900,1297,3,0,0,Colonial,Wood,6,17.17,8,5.09,641244
ID_2847,Houston,4980,6,5,0,2001,8345,3,1,0,Contemporary,Brick,9,41.38,1,2.99,1199882
ID_2848,Chicago,3409,4,4,1,1983,17437,3,1,1.0,Modern,Vinyl,8,10.8,2,3.62,1051193
ID_2849,San Jose,3212,5,3,0,1908,5026,1,1,1.0,Modern,Vinyl,9,20.39,2,2.67,822652
ID_2850,Los Angeles,1653,3,2,1,1972,11048,1,1,0,Contemporary,Stucco,4,2.76,8,2.59,668749
ID_2851,Houston,3008,3,5,0,1916,8250,2,1,0,Colonial,Stucco,8,24.82,9,1.85,855576
ID_2852,Dallas,1452,5,1,0,1986,1247,3,0,1.0,Traditional,Stucco,10,20.79,9,7.03,664578
ID_2853,Los Angeles,3805,3,3,0,1969,8194,1,1,0,Colonial,Wood,1,48.01,10,1.4,921922
ID_2854,Los Angeles,4858,1,5,1,1995,5314,1,0,0,Modern,Stucco,4,11.42,8,8.7,1102576
ID_2855,Houston,3320,5,2,1,1914,3390,3,0,1.0,Contemporary,Stucco,10,46.15,3,5.99,794888
ID_2856,San Diego,3115,6,2,0,2013,13658,1,0,0,Ranch,Brick,7,1.1,6,3.99,995278
ID_2857,New York,2723,3,3,0,1979,2634,1,1,0,Contemporary,Stucco,2,33.09,5,8.08,709678
ID_2858,San Jose,3956,4,3,0,2010,16707,3,0,0,Ranch,Brick,6,39.48,9,7.6,1018189
ID_2859,Houston,3733,5,5,1,1925,13011,2,0,1.0,Traditional,Wood,4,17.72,9,5.99,1071154
ID_2860,Los Angeles,2254,1,1,0,1908,14951,1,0,1.0,Colonial,Brick,5,13.57,2,8.05,569500
ID_2861,San Diego,4515,2,4,1,1972,5738,1,1,0,Modern,Stucco,5,31.32,8,3.26,1098910
ID_2862,San Jose,1672,1,3,0,1954,12810,1,1,1.0,Ranch,Vinyl,2,7.69,2,1.1,618729
ID_2863,Phoenix,3887,3,1,0,1993,8804,3,0,0,Ranch,Wood,3,34.21,6,1.02,975544
ID_2864,San Jose,4630,1,5,1,1931,15359,3,1,1.0,Ranch,Stucco,9,22.16,3,7.12,1112280
ID_2865,San Jose,3142,3,1,1,1997,1940,2,0,0,Colonial,Vinyl,5,49.49,7,5.27,808576
ID_2866,Phoenix,922,2,1,1,1984,6492,1,0,,Modern,Stucco,1,1.9,9,3.17,527609
ID_2867,San Jose,1015,4,2,0,1980,7603,2,1,0,Colonial,Wood,4,24.2,5,9.75,515950
ID_2868,San Antonio,3052,4,5,1,1979,2256,2,0,0,Ranch,Vinyl,8,39.69,8,2.29,803545
ID_2869,Los Angeles,1213,4,3,0,1982,6758,3,0,1.0,Ranch,Brick,7,1.66,7,3.57,684048
ID_2870,San Diego,1548,2,4,0,1996,8840,3,1,0,Traditional,Brick,7,31.89,9,8.87,641809
ID_2871,New York,4290,5,3,1,1916,13641,2,1,0,Colonial,Vinyl,5,7.65,2,8.06,1079372
ID_2872,Dallas,2863,5,1,0,2017,12913,3,1,1.0,Ranch,Stucco,5,46.41,3,4.0,872621
ID_2873,Los Angeles,4763,5,2,0,1918,13697,2,1,1.0,Modern,Brick,9,21.35,8,7.13,1127748
ID_2874,San Antonio,4769,5,3,1,1985,5454,1,0,0,Contemporary,Stucco,7,13.18,2,6.17,1085758
ID_2875,San Antonio,2109,2,4,1,2021,3659,1,0,1.0,Ranch,,5,21.91,2,3.19,746708
ID_2876,Houston,3586,2,1,1,1963,18945,2,0,1.0,Ranch,Brick,6,24.15,4,3.54,958289
ID_2877,Philadelphia,3132,2,4,1,2014,17010,2,0,1.0,Colonial,Vinyl,3,42.9,3,3.1,881976
ID_2878,Dallas,2385,1,4,0,1936,17570,3,0,0,Colonial,Brick,1,47.32,2,8.9,611500
ID_2879,New York,1001,3,5,1,2022,2195,2,1,,Traditional,Brick,1,27.35,6,5.66,561523
ID_2880,Los Angeles,1894,2,5,1,1905,3077,1,0,1.0,Ranch,Stucco,10,32.16,9,9.84,635709
ID_2881,Phoenix,1031,6,3,1,1908,15223,2,0,1.0,Ranch,Vinyl,3,15.53,2,3.43,602769
ID_2882,San Diego,4930,6,3,0,1989,8624,1,1,1.0,Ranch,Wood,1,21.04,7,4.4,1246559
ID_2883,San Antonio,4919,1,2,0,1973,15284,1,0,1.0,Traditional,Brick,6,27.94,2,7.19,1027602
ID_2884,Los Angeles,1933,6,1,1,1982,6389,2,1,1.0,Modern,Vinyl,1,24.72,1,2.23,728991
ID_2885,San Jose,3173,2,1,0,1950,6244,2,0,0,Colonial,Brick,8,9.05,3,8.92,771851
ID_2886,Dallas,4480,1,1,1,1999,8341,2,1,1.0,Traditional,Wood,3,32.76,3,9.02,1000710
ID_2887,Chicago,3211,2,5,0,1941,2382,2,1,1.0,Ranch,Vinyl,6,32.85,6,7.67,855529
ID_2888,San Jose,3976,6,2,1,1903,18523,2,0,0,Traditional,Wood,1,49.16,6,4.79,922794
ID_2889,Houston,1162,4,1,1,1911,18305,1,0,1.0,Modern,Brick,10,20.86,2,8.49,488410
ID_2890,New York,1755,4,3,1,1953,15207,2,1,1.0,Modern,Brick,8,44.66,5,3.63,731580
ID_2891,Philadelphia,825,3,2,1,2012,8455,1,0,1.0,Colonial,Wood,2,22.33,5,0.97,549902
ID_2892,San Jose,2285,6,1,0,2005,16293,1,0,1.0,Modern,Vinyl,7,3.17,4,5.92,806937
ID_2893,Phoenix,4576,6,1,0,1988,4775,1,1,0,Contemporary,Wood,10,2.24,7,1.07,1176460
ID_2894,Houston,2224,6,2,0,1960,9848,1,1,0,Ranch,Brick,5,21.15,2,1.4,737259
ID_2895,Los Angeles,4705,1,3,0,1975,13672,2,1,1.0,Contemporary,Vinyl,2,36.83,8,5.4,1142142
ID_2896,Dallas,2907,2,3,0,1917,13888,2,1,1.0,Modern,Brick,10,31.27,5,9.04,803351
ID_2897,Houston,3334,1,3,1,1959,13749,2,1,0,Modern,Stucco,2,4.62,4,8.39,869265
ID_2898,San Diego,4437,5,3,0,2019,11046,1,1,0,Colonial,Brick,1,4.45,10,0.87,1238972
ID_2899,Houston,3479,5,5,0,1994,16441,2,1,1.0,Traditional,Wood,10,4.9,3,7.92,1118846
ID_2900,San Diego,2113,2,3,0,1958,6272,1,1,1.0,Contemporary,Stucco,7,24.1,5,4.22,638663
ID_2901,Phoenix,3021,3,4,0,2009,8030,2,0,1.0,Colonial,Wood,9,16.72,6,1.26,940135
ID_2902,Dallas,3727,6,3,0,1921,5091,2,1,0,Ranch,Wood,4,25.47,5,8.5,907252
ID_2903,Houston,3319,5,4,1,2010,7214,1,0,,Modern,Wood,1,46.62,5,4.25,847964
ID_2904,Philadelphia,2674,2,5,1,1955,10232,3,0,1.0,Colonial,Wood,6,41.47,9,6.39,807640
ID_2905,Phoenix,4838,4,1,1,1938,18838,2,1,0,Ranch,Vinyl,7,18.71,10,0.71,1307905
ID_2906,San Jose,1229,4,3,1,1925,18179,1,1,0,Colonial,Vinyl,5,30.7,2,2.74,544496
ID_2907,San Antonio,4584,4,1,0,1918,13830,2,1,1.0,Contemporary,Stucco,2,31.97,5,4.89,1045878
ID_2908,Dallas,814,1,2,1,1947,7364,1,1,0,Modern,Stucco,7,21.25,7,6.38,426164
ID_2909,Houston,1363,1,2,1,1941,4111,3,0,0,Modern,Stucco,9,27.24,6,6.66,519878
ID_2910,Philadelphia,2141,6,1,1,2015,16198,1,1,0,Colonial,Stucco,8,42.92,9,3.45,840801
ID_2911,Houston,3933,1,2,1,1905,9816,1,0,1.0,Contemporary,Vinyl,2,30.79,1,3.65,774183
ID_2912,San Antonio,2882,1,3,1,1927,4713,3,0,,Ranch,Stucco,3,2.97,3,6.02,713054
ID_2913,San Jose,1860,3,3,0,1952,10077,2,1,0,Colonial,Brick,7,13.61,9,1.98,697966
ID_2914,San Antonio,4459,4,1,1,1989,16156,2,0,1.0,Colonial,Wood,8,34.92,9,4.88,1117667
ID_2915,Los Angeles,4738,2,4,1,1902,12199,3,0,1.0,Traditional,Wood,8,22.13,3,2.15,1110573
ID_2916,San Diego,2230,1,2,1,1956,2178,3,1,0,Modern,Brick,7,47.61,6,6.62,639561
ID_2917,Houston,3352,3,3,0,1964,8099,3,1,1.0,Traditional,Wood,1,20.92,1,9.17,854791
ID_2918,Los Angeles,3436,2,1,0,1912,15320,2,0,0,Ranch,Vinyl,3,34.99,8,5.72,750808
ID_2919,Los Angeles,3222,6,1,0,1989,19003,1,1,0,Contemporary,Stucco,8,39.45,7,0.67,967735
ID_2920,San Antonio,1432,5,5,1,1928,15159,2,0,0,Modern,Brick,8,6.58,9,0.85,775469
ID_2921,Phoenix,3588,1,3,0,1996,4079,1,0,1.0,Contemporary,Vinyl,7,47.79,5,6.77,818133
ID_2922,San Jose,1713,4,1,0,1908,6295,2,1,0,Modern,Wood,7,33.38,6,4.47,568265
ID_2923,Dallas,3823,3,3,0,1961,18263,3,1,1.0,Contemporary,Wood,2,5.73,8,8.74,1119571
ID_2924,San Antonio,1387,6,5,0,1908,13154,2,1,0,Contemporary,Stucco,7,25.19,10,5.69,665554
ID_2925,Chicago,4844,5,4,0,1982,16487,3,1,1.0,Colonial,Wood,4,3.1,3,1.93,1284268
ID_2926,San Antonio,4349,2,1,1,1957,2810,2,1,1.0,Traditional,Brick,10,1.3,6,0.33,1103373
ID_2927,Chicago,4716,2,1,0,1945,6145,1,1,0,Traditional,Stucco,6,49.44,3,8.97,878944
ID_2928,San Diego,3833,2,4,1,1929,15886,2,0,0,Modern,Brick,1,23.79,6,3.83,927039
ID_2929,Phoenix,3288,2,4,0,1933,16594,3,1,1.0,Contemporary,Brick,4,45.06,7,6.44,887663
ID_2930,Phoenix,3842,1,2,0,1908,16685,3,1,0,Contemporary,Stucco,10,21.55,8,7.15,957196
ID_2931,San Jose,2895,5,2,0,2016,15071,2,0,1.0,Contemporary,Stucco,1,5.94,7,3.61,945816
ID_2932,Los Angeles,3437,4,1,0,1921,18531,3,0,0,Ranch,Stucco,7,49.93,2,6.85,776645
ID_2933,Phoenix,868,3,3,1,1954,19033,1,1,0,Traditional,Brick,8,28.97,5,2.59,553246
ID_2934,Philadelphia,2425,4,5,1,1997,16151,3,0,0,Traditional,Vinyl,2,13.49,10,8.66,899232
ID_2935,Philadelphia,3410,3,4,0,1907,2819,2,0,1.0,Contemporary,Wood,7,30.13,1,7.21,780611
ID_2936,Dallas,3790,3,5,0,1994,15023,2,0,1.0,Ranch,Vinyl,10,2.94,3,0.54,1089340
ID_2937,San Jose,2346,4,5,0,1943,10874,3,0,1.0,Ranch,,1,1.38,6,6.69,798930
ID_2938,Houston,4048,1,4,1,2021,4052,1,1,1.0,Contemporary,Vinyl,4,33.34,7,0.15,1038557
ID_2939,Los Angeles,1629,4,4,1,1993,1072,1,0,0,Modern,Vinyl,8,1.57,4,8.11,676606
ID_2940,Los Angeles,2496,3,1,0,1923,19908,3,0,1.0,Traditional,Vinyl,5,24.28,3,5.88,744668
ID_2941,San Diego,2611,1,2,0,1920,7736,1,1,0,Ranch,Stucco,4,40.55,2,9.12,538119
ID_2942,New York,3112,1,5,1,1942,4511,1,0,1.0,Modern,Vinyl,5,18.5,5,8.1,826555
ID_2943,Chicago,4369,1,1,0,1907,10634,3,0,0,Traditional,Wood,4,32.65,1,7.24,820851
ID_2944,Philadelphia,4936,6,5,1,2015,12949,1,1,1.0,Colonial,Wood,8,19.33,1,0.13,1380799
ID_2945,Houston,1644,2,3,0,1935,11221,2,0,0,Colonial,Stucco,2,37.08,2,3.46,494442
ID_2946,Los Angeles,4920,6,5,0,1934,17030,1,0,1.0,Modern,Brick,2,4.56,4,6.18,1217118
ID_2947,Dallas,3470,6,2,0,2004,6267,2,0,0,Contemporary,Stucco,3,31.44,6,4.45,897379
ID_2948,San Diego,1485,6,5,1,1951,5138,1,1,0,Traditional,Brick,4,36.79,7,6.85,641883
ID_2949,San Antonio,3900,6,1,1,1934,10391,3,0,0,Modern,Stucco,2,12.1,3,2.07,989776
ID_2950,New York,4907,1,1,0,1976,10901,2,1,0,Modern,Brick,7,22.02,9,7.38,1073800
ID_2951,San Antonio,991,5,1,1,2018,12415,1,0,1.0,Ranch,Brick,8,15.86,10,5.75,698180
ID_2952,Dallas,3254,1,3,1,1903,13955,2,0,1.0,Colonial,Brick,10,14.16,10,0.71,974452
ID_2953,San Jose,873,6,2,1,1927,1982,2,0,1.0,Colonial,Wood,5,31.99,9,2.26,560404
ID_2954,Phoenix,2822,4,4,1,1943,7589,3,1,0,Modern,Vinyl,10,25.09,5,9.31,868944
ID_2955,Phoenix,4081,2,2,0,1997,7035,1,1,0,Contemporary,Brick,3,44.7,3,2.09,902841
ID_2956,Philadelphia,1376,5,3,0,1994,13134,1,1,1.0,Modern,Stucco,4,39.32,3,9.21,628974
ID_2957,Philadelphia,4096,4,3,0,2021,3987,3,1,1.0,Ranch,Stucco,9,36.81,2,8.3,1015475
ID_2958,San Antonio,1982,1,3,0,1928,11595,1,0,0,Modern,Brick,4,18.15,10,9.56,592771
ID_2959,Los Angeles,4190,6,5,1,1901,13157,1,1,1.0,Ranch,Vinyl,3,26.27,2,5.04,1100369
ID_2960,San Jose,3553,3,3,1,2002,4430,3,1,0,Traditional,Wood,4,19.83,5,9.24,969040
ID_2961,Phoenix,3246,5,5,0,1950,16202,3,1,1.0,Traditional,Brick,4,18.97,7,9.77,964930
ID_2962,San Jose,4032,1,2,1,1944,18231,3,1,0,Traditional,Brick,9,7.05,2,2.71,1018034
ID_2963,San Diego,2620,2,3,0,2002,14460,1,0,0,Contemporary,Wood,5,37.16,3,5.64,702182
ID_2964,Houston,2315,6,4,1,1942,13399,2,0,1.0,Ranch,Stucco,1,26.15,10,1.5,796189
ID_2965,New York,2552,6,3,1,2005,4093,2,0,0,Colonial,Wood,10,34.2,7,5.49,820383
ID_2966,Dallas,2153,1,5,0,1929,18668,1,0,0,Traditional,Brick,10,32.31,4,5.2,645934
ID_2967,Houston,4176,2,4,0,1914,5197,2,0,1.0,Modern,Stucco,7,23.56,8,8.55,937423
ID_2968,Dallas,2989,2,4,0,1927,9781,1,0,0,Colonial,Brick,5,25.33,1,5.98,688453
ID_2969,Philadelphia,3553,6,4,1,1916,12897,2,1,0,Traditional,Vinyl,6,46.49,3,4.37,936441
ID_2970,New York,2430,1,2,1,1953,2372,3,1,0,Modern,,8,5.69,2,2.29,689358
ID_2971,San Antonio,4803,6,5,1,2015,13978,2,1,0,Contemporary,Vinyl,5,24.55,2,1.61,1196294
ID_2972,San Jose,1800,6,1,0,1935,2123,1,1,0,Ranch,Wood,4,29.55,4,6.32,551864
ID_2973,New York,4673,1,5,1,1976,3990,2,0,0,Traditional,Wood,2,19.06,4,3.44,994753
ID_2974,Houston,3653,1,5,1,1917,15433,1,1,0,Traditional,Brick,6,7.46,4,1.84,968351
ID_2975,Dallas,2217,6,2,1,1946,4782,2,0,1.0,Modern,Vinyl,5,3.59,7,5.43,772139
ID_2976,San Diego,3726,2,5,0,1953,12286,3,0,1.0,Modern,Wood,10,25.42,4,9.14,972802
ID_2977,Dallas,1952,2,1,0,1995,18801,2,0,0,Contemporary,Stucco,5,47.05,5,3.05,654833
ID_2978,Chicago,1739,3,4,0,2000,13933,3,0,0,Modern,Stucco,5,30.44,8,2.17,759143
ID_2979,Houston,4200,5,3,0,1960,11272,1,0,0,Traditional,Vinyl,7,46.31,7,0.29,1065031
ID_2980,Chicago,3295,4,3,1,1960,7639,3,1,1.0,Colonial,Brick,10,30.01,8,6.78,1018556
ID_2981,Los Angeles,4206,1,3,1,1961,6328,1,0,0,Traditional,Vinyl,9,35.34,4,4.16,906299
ID_2982,Philadelphia,4164,6,4,0,1964,13335,2,1,1.0,Modern,Brick,5,21.15,9,8.07,1161984
ID_2983,Houston,1100,6,1,1,1920,4283,3,1,1.0,Modern,Stucco,8,16.13,1,5.24,574970
ID_2984,Dallas,2106,3,4,1,1996,4658,1,1,0,Traditional,Wood,1,26.03,10,2.62,783221
ID_2985,Los Angeles,1837,3,5,1,1912,4849,2,0,1.0,Contemporary,Brick,4,28.2,4,4.97,620623
ID_2986,Phoenix,2473,4,1,1,1904,6811,2,0,0,Modern,Wood,1,16.3,5,1.62,612064
ID_2987,Houston,1524,1,3,0,1924,17184,1,0,1.0,Ranch,Vinyl,9,21.73,10,1.41,622087
ID_2988,San Antonio,1166,1,3,0,1977,14383,1,0,0,Traditional,,6,13.57,1,8.01,511301
ID_2989,San Diego,3237,1,4,1,1951,12888,3,1,0,Colonial,Vinyl,5,4.92,2,7.11,894062
ID_2990,New York,3495,5,2,0,1972,11048,2,1,0,Contemporary,Vinyl,10,9.36,3,2.07,992257
ID_2991,Philadelphia,3029,1,1,1,1989,16077,3,0,1.0,Contemporary,Stucco,1,49.59,3,8.92,685051
ID_2992,Los Angeles,1372,4,5,0,1920,8787,1,1,0,Colonial,Brick,8,4.7,5,8.94,586054
ID_2993,Phoenix,2199,3,4,0,1922,18193,3,0,0,Modern,Stucco,8,17.09,2,3.72,727438
ID_2994,Chicago,3445,6,3,1,1998,13232,1,1,1.0,Colonial,Stucco,10,27.14,2,9.65,1034793
ID_2995,San Antonio,3552,2,2,0,1990,9160,2,1,1.0,Traditional,Stucco,8,45.01,2,5.39,839105
ID_2996,Phoenix,4005,3,2,0,1918,10541,1,0,0,Ranch,Brick,2,21.28,5,4.6,888268
ID_2997,Dallas,3905,6,4,1,1936,19939,2,0,1.0,Contemporary,Wood,6,45.3,7,4.17,1084376
ID_2998,Houston,1253,3,3,1,2019,14919,2,0,1.0,Traditional,Brick,3,13.13,3,7.77,657495
ID_2999,San Jose,4096,4,4,0,1956,14177,1,0,0,Ranch,Brick,10,6.77,4,3.07,1065003
ID_3000,Dallas,1060,1,3,0,2006,16504,2,1,0,Traditional,Wood,3,7.47,9,3.63,641509
ID_3001,San Antonio,2121,5,5,1,1965,6280,1,0,,Contemporary,Wood,2,36.5,10,9.11,673475
ID_3002,Los Angeles,1579,4,2,1,1993,12721,2,1,1.0,Modern,Stucco,9,41.42,9,5.54,749294
ID_3003,Phoenix,1869,5,1,0,2000,19250,2,1,1.0,Ranch,Stucco,9,24.83,4,9.23,777121
ID_3004,Dallas,803,6,4,0,2013,9496,2,0,0,Colonial,Brick,1,26.24,8,7.0,586133
ID_3005,Phoenix,2688,3,3,0,1927,14632,3,0,0,Ranch,Brick,10,14.03,10,3.16,818828
ID_3006,Philadelphia,2067,5,2,1,1985,17562,2,0,1.0,Colonial,Vinyl,9,41.39,4,7.89,742528
ID_3007,Dallas,1641,4,2,0,1905,10874,1,1,0,Ranch,Brick,6,43.17,5,5.28,491819
ID_3008,San Jose,2268,5,2,0,1978,7722,1,0,1.0,Modern,,3,4.77,6,2.32,775196
ID_3009,Los Angeles,1270,1,2,0,1960,15340,3,0,1.0,Modern,Brick,5,18.52,5,2.2,581830
ID_3010,San Diego,3872,1,1,1,1966,17301,1,1,0,Ranch,Brick,4,43.6,3,7.67,799161
ID_3011,New York,2469,1,2,0,1939,4858,1,1,1.0,Ranch,Wood,9,46.5,5,3.84,686937
ID_3012,San Jose,4652,2,4,0,1951,18888,1,0,0,Contemporary,Vinyl,6,37.1,2,7.3,1011952
ID_3013,San Jose,4000,2,2,0,1932,15363,3,0,0,Contemporary,Brick,4,20.53,2,6.42,855483
ID_3014,Philadelphia,1424,2,5,1,1964,16360,2,1,0,Traditional,Vinyl,3,11.71,7,2.62,706923
ID_3015,Chicago,3838,1,3,1,1989,2680,3,1,0,Colonial,Stucco,7,30.65,10,7.91,985379
ID_3016,San Diego,1695,1,1,1,1951,10834,1,1,,Contemporary,Stucco,5,1.31,5,4.73,595757
ID_3017,New York,2116,1,2,1,1912,1085,2,1,0,Modern,Brick,1,33.1,4,6.28,494362
ID_3018,Houston,3936,3,5,1,1961,17033,1,0,1.0,Contemporary,Stucco,2,8.74,7,2.64,1115076
ID_3019,San Jose,4301,3,5,1,1982,6530,2,0,0,Colonial,Wood,7,32.48,7,7.51,1041242
ID_3020,Philadelphia,1189,6,1,0,1942,1070,3,1,1.0,Traditional,Wood,10,12.39,3,2.89,586356
ID_3021,Houston,1545,2,1,0,1912,6182,3,0,0,Ranch,Stucco,7,22.34,6,2.52,498609
ID_3022,Los Angeles,2949,4,3,1,2001,15796,1,1,1.0,Colonial,Stucco,7,15.82,8,0.8,1014054
ID_3023,Los Angeles,896,1,4,1,1965,13857,1,0,0,Contemporary,,3,22.74,1,7.95,472244
ID_3024,Dallas,1824,3,1,0,1965,12471,2,0,0,Traditional,Stucco,9,14.23,9,9.26,664358
ID_3025,Philadelphia,1139,4,2,0,1954,18732,2,0,1.0,Colonial,Vinyl,7,47.81,4,9.2,519059
ID_3026,San Jose,2441,3,4,1,1973,7127,3,0,1.0,Ranch,Stucco,4,26.6,2,7.73,747421
ID_3027,Phoenix,4512,2,1,1,2014,3311,3,1,0,Ranch,Wood,10,25.87,9,5.52,1106849
ID_3028,Dallas,3666,2,5,1,1946,16753,3,1,0,Contemporary,Brick,5,47.54,4,9.6,882814
ID_3029,Los Angeles,4016,3,3,0,1953,1205,3,1,0,Ranch,Stucco,7,24.24,3,1.93,919750
ID_3030,Phoenix,1088,5,5,0,1947,12463,2,1,0,Modern,Vinyl,6,31.93,4,1.54,627729
ID_3031,San Jose,3314,5,4,0,1918,16199,1,0,0,Ranch,Vinyl,1,20.04,9,8.72,875744
ID_3032,San Antonio,3116,3,2,1,1912,3519,2,0,0,Traditional,Brick,10,23.8,2,3.31,746889
ID_3033,New York,1375,1,1,1,1910,15061,3,0,0,Modern,Vinyl,9,26.33,8,5.87,512830
ID_3034,Houston,1462,3,1,0,1974,13338,1,0,0,Colonial,Wood,5,4.4,3,9.41,535227
ID_3035,San Jose,1932,6,2,1,1919,11888,3,0,0,Colonial,Brick,2,49.26,4,5.99,586821
ID_3036,Dallas,4517,6,3,0,1939,4122,1,1,1.0,Ranch,Stucco,4,19.7,8,7.01,1107573
ID_3037,Phoenix,4717,5,5,1,2008,19484,3,1,0,Traditional,Stucco,8,32.73,4,8.76,1291309
ID_3038,Philadelphia,3562,1,3,1,1922,2204,3,1,1.0,Ranch,Brick,7,15.78,3,3.71,874749
ID_3039,Chicago,3364,2,4,1,1904,10347,2,1,1.0,Contemporary,Vinyl,5,11.7,1,4.91,814558
ID_3040,San Antonio,3828,2,3,1,2007,18705,2,0,0,Colonial,Brick,9,13.38,1,8.37,974478
ID_3041,New York,896,1,1,0,1972,9500,3,0,1.0,Contemporary,Stucco,1,24.8,2,9.77,364313
ID_3042,Phoenix,3605,5,1,1,1923,15967,1,0,0,Modern,Wood,3,47.66,2,6.93,783292
ID_3043,Phoenix,985,6,2,0,2007,5610,3,0,0,Contemporary,Wood,10,45.96,7,2.23,570092
ID_3044,San Jose,2588,1,5,1,1979,9182,2,1,0,Modern,Stucco,6,27.34,7,6.07,771925
ID_3045,Chicago,1971,5,2,1,1925,18184,3,0,1.0,Modern,Stucco,4,24.72,3,0.9,743965
ID_3046,Dallas,2438,3,4,0,2022,12480,2,0,0,Traditional,Brick,9,32.08,5,2.67,839498
ID_3047,San Jose,1898,5,4,1,1937,17489,2,0,1.0,Ranch,Stucco,6,37.04,6,4.32,713498
ID_3048,San Antonio,2855,4,4,1,1937,7935,1,0,1.0,Modern,Vinyl,2,7.27,4,9.56,803257
